1,K66E-RE,RBE4001 69,Đồ án tốt nghiệp,ONL,Khoa ĐTVT,10,300,CL,6,3,,
2,K66E-RE,RBE3051 69,Thực tập ngành Kỹ thuật Robot,ONL,Khoa ĐTVT,3,300,CL,6,1,,
3,K66G-AT,AGT4000 23,Đồ án tốt nghiệp,ONL,Khoa CNNN,10,300,CL,CN,1,,
4,K66S-AE,AER4002 21,Thực tập tốt nghiệp,ONL,Nguyễn Văn Thương,3,300,CL,CN,3,,
5,K66S-AE,AER4050 21,Đồ án tốt nghiệp,ONL,Nguyễn Văn Thương,10,300,CL,CN,2,,
6,K67A-AI,AIT3017 1,Thiết kế phần cứng cho học sâu,LT,Nguyễn Kiêm Hùng,3,85,CL,2,2,105-GĐ3,Học 1-15
7,K67A-AI,AIT3018 2,"Nhận thức, ngôn ngữ và tư duy",LT,Nguyễn Thị Thùy Linh,3,90,CL,2,3,105-GĐ3,Học 1-15
9,K67C-CE1,CTE3028 32,Kiến trúc trong xây dựng,LT,Trần Tuấn Linh,2,50,CL,3,1,405-GĐ4-A,Học tuần 1-10
10,K67C-CE1,CTE3056 32,BIM trong Xây dựng – Giao thông,LT,Ngô Đình Đạt,2,50,CL,3,2,405-GĐ4-A,Học tuần 1-15
11,K67C-CE1,CTE3058 32,Tin học ứng dụng trong Xây dựng,LT,Ngô Đình Đạt,2,50,CL,2,1,405-GĐ4-A,Học tuần 1-15
12,K67C-CE1,CTE3059 32,Đồ án 2A: Nền và móng,LT,Nguyễn Văn Bắc+Nguyễn Hữu Hùng,2,50,CL,3,4,405-GĐ4-A,Học tuần 1-10
13,K67C-CE1,CTE3060 32,Đồ án 3A: Kết cấu bê tông cốt thép,LT,Nguyễn Ngọc Vinh+Phạm Hồng Ngọc,2,50,CL,2,2,405-GĐ4-A,Học tuần 1-10
14,K67C-CE1,CTE3061 32,Đồ án 4A: Kết cấu thép,LT,Nguyễn Văn Hùng+Bùi Văn Trường,2,50,CL,6,1,405-GĐ4-A,Học tuần 1-10
15,K67C-CE1,CTE3062 32,Thiết kế nhà bê tông cốt thép,LT,Nguyễn Thị Thanh Thúy+Phạm Hồng Ngọc,3,50,CL,5,1,405-GĐ4-A,Học tuần 1-10
16,K67C-CE1,CTE3062 32,Thiết kế nhà bê tông cốt thép,TH,Nguyễn Thị Thanh Thúy+Phạm Hồng Ngọc,3,50,CL,3,3,405-GĐ4-A,Học tuần 2-11
17,K67C-CE1,CTE3064 32,Kỹ thuật thi công,LT,Nguyễn Ngọc Thắng,2,50,CL,2,3,405-GĐ4-A,Học tuần 1-10
18,K67C-CE1+K67C-CE2,PEC1008 32,Kinh tế chính trị Mác – Lênin,LT,ĐHKT,2,50,CL,5,2,205-GĐ4-A,Học tuần 1-10
19,K67C-CE2,CTE3028 32,Kiến trúc trong xây dựng,LT,Trần Tuấn Linh,2,50,CL,4,2,205-GĐ4-A,Học tuần 1-10
20,K67C-CE2,CTE3056 32,BIM trong Xây dựng – Giao thông,LT,Ngô Đình Đạt,2,50,CL,2,3,406-GĐ4-A,Học tuần 1-15
21,K67C-CE2,CTE3075 32,Thiết kế đường ô tô,LT,Vũ Văn Huy,3,50,CL,4,1,406-GĐ4-A,Học tuần 1-10
22,K67C-CE2,CTE3075 32,Thiết kế đường ô tô,TH,Vũ Văn Huy,3,50,CL,2,1,406-GĐ4-A,Học tuần 2-11
23,K67C-CE2,CTE3069 32,Đồ án 2B: Nền và móng,LT,Nguyễn Văn Hùng+Trần Đức Tâm,2,50,CL,2,2,406-GĐ4-A,Học tuần 1-10
24,K67C-CE2,CTE3070 32,Đồ án 3B: Kết cấu bê tông cốt thép,LT,Nguyễn Ngọc Vinh+Phạm Hồng Ngọc,2,50,CL,5,1,406-GĐ4-A,Học tuần 1-10
25,K67C-CE2,CTE3071 32,Đồ án 4B: Kết cấu thép,LT,Nguyễn Văn Hùng+Bùi Văn Trường,2,50,CL,6,1,307-GĐ4-A,Học tuần 1-10
26,K67C-CE2,CTE3073 32,Cơ sở công trình cầu,LT,Phạm Văn Phê,2,50,CL,5,3,406-GĐ4-A,Học tuần 1-10
27,K67C-CE2,CTE3074 32,Thiết kế cầu,LT,Nguyễn Đắc Đức,3,50,CL,6,2,406-GĐ4-A,Học tuần 1-10
28,K67C-CE2,CTE3074 32,Thiết kế cầu,TH,Nguyễn Đắc Đức,3,50,CL,6,3,406-GĐ4-A,Học tuần 2-11
29,K67E-CE1,ELT3203 65,Thiết kế mạch tích hợp tương tự,LT,Chử Đức Trình+Đỗ Quang Lộc,3,40,CL,3,2,104-GĐ3,Học tuần 1-10
30,K67E-CE1,ELT3203 65,Thiết kế mạch tích hợp tương tự,TH,Đỗ Quang Lộc,3,40,CL,4,3,104-GĐ3,Học tuần 2-11
31,K67E-CE1,ELT3293 65,Công nghệ vi cơ điện tử,LT,Nguyễn Xuân Dương,3,40,CL,3,3,213-GĐ3,Học tuần 1-15
32,K67E-CE1,ELT3246 65,Lập trình DSP,LT,Nguyễn Hồng Thịnh,3,40,CL,6,4,104-GĐ3,Học tuần 1-5
33,K67E-CE1,ELT3246 65,Lập trình DSP,TH,Lê Quốc Anh,3,40,CL,2,3,104-GĐ3,Học tuần 2-11
34,K67E-CE1,ELT3246 65,Lập trình DSP,TH,Lê Quốc Anh,3,40,CL,6,3,203-GĐ3,Học tuần 2-11
35,K67E-CE1,ELT3299 65,Công nghệ máy tính quang học,LT,Phạm Đức Quang,3,40,CL,3,4,104-GĐ3,Học tuần 1-10
36,K67E-CE1,ELT3299 65,Công nghệ máy tính quang học,LT,Phạm Đức Quang,3,40,CL,6,2,104-GĐ3,Học tuần 2-11
71,K67E-EC2,ELT3087 56,Thiết bị và phân tích tín hiệu y sinh,LT,Lưu Mạnh Hà,3,40,CL,2,1,214-GĐ3,,Học tuần 1-15
72,K67E-EC2,ELT3246 56,Lập trình DSP,LT,Nguyễn Hồng Thịnh,3,40,CL,2,3,217-GĐ3,,Học tuần 1-5
73,K67E-EC2,ELT3246 56,Lập trình DSP,TH,Lê Quốc Anh,3,40,CL,5,1,104-GĐ3,,Học tuần 2-11
74,K67E-EC2,ELT3246 56,Lập trình DSP,TH,Lê Quốc Anh,3,40,CL,4,2,215-GĐ3,,Học tuần 2-11
75,K67E-EC2,ELT3207 56,Cơ sở đo lường và điều khiển số,LT,Phạm Duy Hưng,3,40,CL,6,1,214-GĐ3,,Học tuần 1-10
76,K67E-EC2,ELT3207 56,Cơ sở đo lường và điều khiển số,TH,Nguyễn Thu Hằng+Lê Thành Trung,3,20,1,2,2,701-E3,,Học tuần 11-16
77,K67E-EC2,ELT3207 56,Cơ sở đo lường và điều khiển số,TH,Phạm Quang Hùng+Lê Thành Trung,3,20,2,6,3,701-E3,,Học tuần 11-16
78,K67E-EC3,ELT3086 3,Thực tập chuyên đề,TH,"Trần Thị Thúy Quỳnh+Chu Thị Phương Dung",3,20,CL,5,1,705-E3,,Học tuần 1-15
79,K67E-EC3,ELT3086 3,Thực tập chuyên đề,TH,"Trần Thị Thúy Quỳnh+Chu Thị Phương Dung",3,20,CL,5,2,705-E3,,Học tuần 1-15
80,K67E-EC3,ELT3202 56,Thiết kế mạch tích hợp số,LT,Nguyễn Kiêm Hùng,3,40,CL,2,3,201-GĐ4-A,,Học tuần 1-10
81,K67E-EC3,ELT3202 56,Thiết kế mạch tích hợp số,LT,Nguyễn Kiêm Hùng,3,40,CL,4,3,217-GĐ3,,Học tuần 2-11
82,K67E-EC3,ELT3291 56,Thiết kế hệ thống nhúng trên chip,LT,Nguyễn Kiêm Hùng,3,35,CL,4,4,104-GĐ3,,Học tuần 1-10
83,K67E-EC3,ELT3291 56,Thiết kế hệ thống nhúng trên chip,TH,Nguyễn Kiêm Hùng,3,35,CL,3,2,402-GĐ4-A,,Học tuần 2-11
84,K67E-EC3,ELT3294 56,"Cơ sở chế tạo, đóng gói linh kiện vi điện tử",LT,Bùi Thanh Tùng+Lê Xuân Lực,3,40,CL,3,1,401-GĐ4-A,,Học tuần 1-15
86,K67E-EC3,AIT3017 56,Thiết kế phần cứng cho học sâu,LT,Nguyễn Kiêm Hùng,3,40,CL,3,3,216-GĐ3,,Học tuần 1-15
88,K67E-EC4,ELT3086 4,Thực tập chuyên đề,TH,Nguyễn Minh Trần+Lưu Mạnh Hà,3,20,CL,7,1,705-E3,,Học tuần 1-15
89,K67E-EC4,ELT3086 4,Thực tập chuyên đề,TH,Nguyễn Minh Trần+Lưu Mạnh Hà,3,20,CL,7,2,705-E3,,Học tuần 1-15
90,K67E-EC4,ELT3077 56,Hệ thống robot thông minh,LT,Nguyễn Thị Thanh Vân+Phạm Duy Hưng,3,40,CL,2,4,301-GĐ4-A,,Học tuần 1-12
91,K67E-EC4,ELT3077 56,Hệ thống robot thông minh,TH,Phạm Quang Hùng,3,40,CL,2,1,201-GĐ4-A,,Học tuần 2-8
92,K67E-EC4,ELT3047 56,Kiến trúc máy tính,LT,Hoàng Gia Hưng,3,40,CL,4,1,202-GĐ4-A,,Học tuần 1-15
93,K67E-EC4,ELT3292 56,Điều khiển logic và PLC,LT,Phan Hoàng Anh,3,40,CL,2,2,201-GĐ4-A,,Học tuần 1-10
94,K67E-EC4,ELT3292 56,Điều khiển logic và PLC,TH,Đặng Văn Hiếu,3,20,CL,5,1,101-GĐ3,,Học tuần 11-16
95,K67E-EC4,ELT3292 56,Điều khiển logic và PLC,TH,Đặng Văn Hiếu,3,20,CL,5,2,101-GĐ3,,Học tuần 11-16
96,K67E-EC4,ELT3292 56,Điều khiển logic và PLC,TH,Đặng Văn Hiếu,3,20,CL,7,3,101-GĐ3,,Học tuần 11-16
97,K67E-EC4,ELT3292 56,Điều khiển logic và PLC,TH,Đặng Văn Hiếu,3,20,CL,7,4,101-GĐ3,,Học tuần 11-16
98,K67E-EC4,AIT3003 56,Khai phá và phân tích dữ liệu,LT,Ngô Minh Hương,3,40,CL,2,3,202-GĐ4-A,,Học tuần 1-15
99,K67E-EC4,ELT3086 5,Thực tập chuyên đề,TH,Trần Cao Quyền+Phạm Đình Tuân,3,20,CL,5,3,705-E3,,Học tuần 1-15
100,K67E-EC4,ELT3086 5,Thực tập chuyên đề,TH,Trần Cao Quyền+Phạm Đình Tuân,3,20,CL,5,4,705-E3,,Học tuần 1-15
101,K67E-RE,RBE3015 69,Xử lý ảnh và thị giác robot,LT,Hoàng Văn Xiêm,3,60,CL,3,4,210-GĐ4-B,,Học tuần 1-10
102,K67E-RE,RBE3015 69,Xử lý ảnh và thị giác robot,TH,Đỗ Ngọc Minh,3,60,CL,6,2,507-GĐ4-B,,Học tuần 2-11
103,K67E-RE,RBE3030 69,"An toàn lao động và môi trường công nghiệp",LT,Huỳnh Bá Phúc,2,60,CL,4,4,210-GĐ4-B,,Học tuần 1-10
104,K67E-RE,ELT3996 69,Điện tử công suất và điều khiển,LT,Đặng Anh Việt,3,60,CL,3,2,210-GĐ4-B,,Học tuần 1-10
105,K67E-RE,ELT3996 69,Điện tử công suất và điều khiển,TH,Đặng Anh Việt,3,60,CL,4,2,211-GĐ3,,Học tuần 2-11
106,K67E-RE,RBE3057 69,"Các vấn dề hiện đại của kỹ thuật robot",LT,Hoàng Văn Xiêm+Trương Xuân Tùng,3,60,CL,4,3,210-GĐ4-B,,Học tuần 1-5
107,K67E-RE,RBE3053 69,Tương tác người - robot,LT,Hoàng Văn Xiêm,3,60,CL,5,1,210-GĐ3,,Học tuần 1-10
108,K67E-RE,RBE3053 69,Tương tác người - robot,TH,Đỗ Ngọc Minh,3,60,CL,3,1,210-GĐ4-B,,Học tuần 2-11
109,K67E-RE,RBE3056 69,Học máy ứng dụng,LT,Hoàng Văn Xiêm+Đỗ Ngọc Minh,3,60,CL,6,1,508-GĐ4-B,,Học tuần 1-15
110,K67E-RE,RBE3046 69,Khoa học nhận thức,LT,Nguyễn Thế Hoàng Anh,3,60,CL,3,3,105-GĐ4-B,,Học tuần 1-15
111,K67G-AT1,AGT3016 23,Công nghệ sau thu hoạch,LT,Trần Đăng Khoa,3,20,CL,6,4,501-GĐ4-A,,Học tuần 1-10
112,K67G-AT1,AGT3016 23,Công nghệ sau thu hoạch,PTNNN2,Chu Đức Hà,3,20,CL,7,2,PTNNN1,,Học tuần 2-11
113,K67G-AT1,AGT3117 23,"Quản lý và kiểm nghiệm chất lượng an toàn nông sản và thực phẩm.",LT,Lê Thị Hồng Hảo+Vũ Thị Huyền,3,20,CL,5,2,"Viện kiểm nghiệm an toàn vệ sinh thực phẩm quốc gia",,Học tuần 1-10
114,K67G-AT1,AGT3117 23,"Quản lý và kiểm nghiệm chất lượng an toàn nông sản và thực phẩm.",PTNNN2,Vũ Thị Huyền,3,20,CL,5,1,"Viện kiểm nghiệm an toàn vệ sinh thực phẩm quốc gia",,Học tuần 11-15
115,K67G-AT1,AGT3117 23,"Quản lý và kiểm nghiệm chất lượng an toàn nông sản và thực phẩm.",PTNNN2,Vũ Thị Huyền,3,20,CL,5,2,"Viện kiểm nghiệm an toàn vệ sinh thực phẩm quốc gia",,Học tuần 11-15
116,K67G-AT1,AGT3025 23,"Thiết kế, quản lý và vận hành các hệ thống thiết bị nông nghiệp",LT,"Nguyễn Thị Ngọc Ánh+Vũ Thị Huyền+Vũ Minh Trung",3,20,CL,5,1,501-GĐ4-A,,Học tuần 1-10
117,K67G-AT1,AGT3025 23,"Thiết kế, quản lý và vận hành các hệ thống thiết bị nông nghiệp",PTNNN2,"Nguyễn Thị Ngọc Ánh+Vũ Thị Huyền+Vũ Minh Trung",3,20,CL,4,3,PTNNN1,,Học tuần 11-15
118,K67G-AT1,AGT3025 23,"Thiết kế, quản lý và vận hành các hệ thống thiết bị nông nghiệp",PTNNN2,"Nguyễn Thị Ngọc Ánh+Vũ Thị Huyền+Vũ Minh Trung",3,20,CL,4,4,PTNNN1,,Học tuần 11-15
119,K67G-AT1,AGT3026 23,Marketing trong nông nghiệp,LT,Lý Thu Cúc,3,20,CL,5,4,203-GĐ3,,Học tuần 1-15
120,"K67G-AT1+K67G-AT2",AGT4001 23,Dự án Công nghệ nông nghiệp,LT,Phạm Châu Thùy+Nguyễn Thị Ngọc Ánh,2,40,CL,3,3,306-GĐ4-A,,Học tuần 1-10
121,"K67G-AT1+K67G-AT2",AGT4003 23,Rèn nghề công nghệ nông nghiệp,TH,Nguyễn Lê Khanh+Trần Đăng Khoa,3,40,CL,6,2,"Phòng PTN Hòa Lạc",,Học tuần 1-15
122,"K67G-AT1+K67G-AT2",AGT4003 23,Rèn nghề công nghệ nông nghiệp,TH,Nguyễn Lê Khanh+Trần Đăng Khoa,3,40,CL,6,1,"Phòng PTN Hòa Lạc",,Học tuần 1-15
123,K67G-AT2,AGT3128 23,Tiếng Anh chuyên ngành,LT,Nguyễn Lê Khanh+Trần Đăng Khoa,3,20,CL,2,2,506-GĐ4-A,,Học tuần 1-10
124,K67G-AT2,AGT3128 23,Tiếng Anh chuyên ngành,TH,Nguyễn Lê Khanh+Trần Đăng Khoa,3,20,CL,4,3,501-GĐ4-A,,Học tuần 2-11
125,K67G-AT2,AGT3129 23,"Các vấn đề hiện đại trong công nghệ nông nghiệp",PTNNN2,Phạm Châu Thùy+Chu Đức Hà,3,20,CL,3,2,202-GĐ4-A,,Học tuần 1-10
126,K67G-AT2,AGT3032 23,"Kiểm soát ô nhiễm trong sản xuất nông nghiệp",LT,Phạm Châu Thùy,3,20,CL,2,1,505-GĐ4-A,,Học tuần 1-15
127,K67G-AT2,AGT3109 23,"Quản lý quy trình sản xuất nông nghiệp",LT,Nguyễn Thị Ngọc Ánh,3,20,CL,4,2,505-GĐ4-A,,Học tuần 1-15
128,K67I-CN,INT3309E 1,Phân tích và thiết kế mạng máy,LT,Nguyễn Ngọc Tân,3,50,CL,3,3,501-GĐ4-A,,Học tuần 1-10
129,K67I-CN,INT3317 2,Thực hành an ninh mạng,LT,Lê Thị Hợi,3,50,CL,2,3,506-GĐ4-A,,"Học 2 ca/tuần, nếu kết thúc muộn hơn tuần 10 thì thi vào đợt 2"
130,K67I-CN,INT3317 2,Thực hành an ninh mạng,TH,Lê Thị Hợi,3,50,CL,6,4,103-GĐ4-A,,Học từ tuần 2
131,K67I-CN,INT3324 2,An ninh di động **,LT,Lê Thị Hợi,3,50,CL,2,1,402-GĐ4-A,Ca 1,"Học 1 ca trong 10 tuần đầu, từ tuần 11 học 2 ca, thi vào đợt 2"
